ElementID,EnterpriseNo,FieldType,DataType
12239,9,conn_server_ipv6_address,ipv6Address
12240,9,conn_client_trans_port,unsigned16
12241,9,conn_server_trans_port,unsigned16
12242,9,conn_id,unsigned32
12243,9,app_traffic_class,string
12244,9,app_business_relevance,string
12332,9,vzFlowUDID,octetArray
12333,9,vzFlowLoggedInUser,octetArray
12334,9,vzFlowOSName,octetArray
12335,9,vzFlowOSVersion,octetArray
12336,9,vzFlowSystemManufacturer,octetArray
12337,9,vzFlowSystemType,octetArray
12338,9,vzFlowProcessAccount,octetArray
12339,9,vzFlowParentProcessAccount,octetArray
12340,9,vzFlowProcessName,octetArray
12341,9,vzFlowProcessHash,octetArray
12342,9,vzFlowParentProcessName,octetArray
12343,9,vzFlowParentProcessHash,octetArray
12344,9,vzFlowDNSSuffix,octetArray
12345,9,vzFlowDestinationHostname,octetArray
12346,9,vzFlowL4ByteCountIn,unsigned64
12347,9,vzFlowL4ByteCountOut,unsigned64
12449,9,queue_depth_sum,unsigned64
12450,9,queue_depth_max,unsigned32
12452,9,queue_depth_taildrop_counter,unsigned64
24784,9,FRAGMENTS,octetArray
24786,9,CLIENT_NW_DELAY_SEC,octetArray
24787,9,CLIENT_NW_DELAY_USEC,octetArray
24788,9,SERVER_NW_DELAY_SEC,octetArray
24789,9,SERVER_NW_DELAY_USEC,octetArray
24790,9,APPL_LATENCY_SEC,octetArray
24791,9,APPL_LATENCY_USEC,octetArray
24802,9,ICMP_FLAGS,octetArray
24805,9,SRC_IP_COUNTRY,octetArray
24806,9,SRC_IP_CITY,octetArray
24807,9,DST_IP_COUNTRY,octetArray
24808,9,DST_IP_CITY,octetArray
24809,9,FLOW_PROTO_PORT,octetArray
24810,9,TUNNEL_ID,octetArray
24811,9,LONGEST_FLOW_PKT,octetArray
24812,9,SHORTEST_FLOW_PKT,octetArray
24813,9,RETRANSMITTED_IN_PKTS,octetArray
24814,9,RETRANSMITTED_OUT_PKTS,octetArray
24815,9,OOORDER_IN_PKTS,octetArray
24816,9,OOORDER_OUT_PKTS,octetArray
24817,9,UNTUNNELED_PROTOCOL,octetArray
24818,9,UNTUNNELED_IPV4_SRC_ADDR,ipv4Address
24819,9,UNTUNNELED_L4_SRC_PORT,octetArray
24820,9,UNTUNNELED_IPV4_DST_ADDR,ipv4Address
24821,9,UNTUNNELED_L4_DST_PORT,octetArray
24822,9,L7_PROTO,octetArray
24823,9,L7_PROTO_NAME,octetArray
24824,9,DUMP_PATH,octetArray
24834,9,SIP_CALL_ID,octetArray
24835,9,SIP_CALLING_PARTY,octetArray
24836,9,SIP_CALLED_PARTY,octetArray
24837,9,SIP_RTP_CODECS,octetArray
24838,9,SIP_INVITE_TIME,dateTimeMilliseconds
24839,9,SIP_TRYING_TIME,dateTimeMilliseconds
24840,9,SIP_RINGING_TIME,dateTimeMilliseconds
24841,9,SIP_INVITE_OK_TIME,dateTimeMilliseconds
24842,9,SIP_INVITE_FAILURE_TIME,dateTimeMilliseconds
24843,9,SIP_BYE_TIME,dateTimeMilliseconds
24844,9,SIP_BYE_OK_TIME,dateTimeMilliseconds
24845,9,SIP_CANCEL_TIME,dateTimeMilliseconds
24846,9,SIP_CANCEL_OK_TIME,dateTimeMilliseconds
24847,9,SIP_RTP_SRC_IP,octetArray
24848,9,SIP_RTP_SRC_PORT,octetArray
24849,9,SIP_RTP_DST_IP,octetArray
24850,9,SIP_RTP_DST_PORT,octetArray
24854,9,RTP_FIRST_SSRC,octetArray
24855,9,RTP_FIRST_TS,octetArray
24856,9,RTP_LAST_SSRC,octetArray
24857,9,RTP_LAST_TS,octetArray
24858,9,RTP_IN_JITTER,octetArray
24859,9,RTP_OUT_JITTER,octetArray
24860,9,RTP_IN_PKT_LOST,octetArray
24861,9,RTP_OUT_PKT_LOST,octetArray
24862,9,RTP_OUT_PAYLOAD_TYPE,octetArray
24863,9,RTP_IN_MAX_DELTA,octetArray
24864,9,RTP_OUT_MAX_DELTA,octetArray
24884,9,HTTP_URL,octetArray
24885,9,HTTP_RET_CODE,octetArray
24886,9,HTTP_REFERER,octetArray
24887,9,HTTP_UA,octetArray
24888,9,HTTP_MIME,octetArray
24889,9,SMTP_MAIL_FROM,octetArray
24890,9,SMTP_RCPT_TO,octetArray
24899,9,MYSQL_SERVER_VERSION,octetArray
24900,9,MYSQL_USERNAME,octetArray
24901,9,MYSQL_DB,octetArray
24902,9,MYSQL_QUERY,octetArray
24903,9,MYSQL_RESPONSE,octetArray
24909,9,DNS_QUERY,octetArray
24910,9,DNS_QUERY_ID,octetArray
24911,9,DNS_QUERY_TYPE,octetArray
24912,9,DNS_RET_CODE,octetArray
24913,9,DNS_NUM_ANSWER,octetArray
24994,9,SRC_AS_PATH_1,octetArray
24995,9,SRC_AS_PATH_2,octetArray
24996,9,SRC_AS_PATH_3,octetArray
24997,9,SRC_AS_PATH_4,octetArray
24998,9,SRC_AS_PATH_5,octetArray
24999,9,SRC_AS_PATH_6,octetArray
25000,9,SRC_AS_PATH_7,octetArray
25001,9,SRC_AS_PATH_8,octetArray
25002,9,SRC_AS_PATH_9,octetArray
25003,9,SRC_AS_PATH_10,octetArray
25004,9,DST_AS_PATH_1,octetArray
25005,9,DST_AS_PATH_2,octetArray
25006,9,DST_AS_PATH_3,octetArray
25007,9,DST_AS_PATH_4,octetArray
25008,9,DST_AS_PATH_5,octetArray
25009,9,DST_AS_PATH_6,octetArray
25010,9,DST_AS_PATH_7,octetArray
25011,9,DST_AS_PATH_8,octetArray
25012,9,DST_AS_PATH_9,octetArray
25013,9,DST_AS_PATH_10,octetArray
4244,9,monitor_event,octetArray
5263,9,iOAM_number_of_nodes,octetArray
5264,9,iOAM_node1_id,octetArray
5265,9,iOAM_node1_in_if_id,octetArray
5266,9,iOAM_node1_eif_id,octetArray
5267,9,iOAM_node2_id,octetArray
5268,9,iOAM_node2_in_if_id,octetArray
5269,9,iOAM_node2_eif_id,octetArray
5270,9,iOAM_node3_id,octetArray
5271,9,iOAM_node3_in_if_id,octetArray
5272,9,iOAM_node3_eif_id,octetArray
5273,9,iOAM_node4_id,octetArray
5274,9,iOAM_node4_in_if_id,octetArray
5275,9,iOAM_node4_eif_id,octetArray
5276,9,iOAM_app_metadata,octetArray
5277,9,iOAM_sfc_id,octetArray
5278,9,iOAM_sfc_validated_count,octetArray
5279,9,iOAM_sfc_invalidated_count,octetArray
9254,9,conn_delay_network_long_lived_to_server,unsigned32
9255,9,conn_delay_network_long_lived_to_client,unsigned32
9256,9,conn_delay_network_long_lived_client_to_server,unsigned32
9257,9,conn_delay_network_client_to_server_num_samples,unsigned32
9258,9,conn_delay_network_to_server_num_samples,unsigned32
9259,9,conn_delay_network_to_client_num_samples,unsigned32
9269,9,conn_server_cnt_bytes_retransmit,unsigned32
9270,9,conn_server_cnt_pkts_retransmit,unsigned32
11237,9,pbhk_mapped_ipv4_address,octetArray
11238,9,pbhk_mapped_trans_port,octetArray
11239,9,pbhk_event,octetArray
11240,9,pbhk_event_timestamp,octetArray
12432,9,overlay_session_id_input,unsigned32
12433,9,overlay_session_id_output,unsigned32
12434,9,routing_vrf_service,unsigned32
12435,9,tloc_table_overlay_session_id,unsigned32
12436,9,tloc_local_system_ip_address,ipv4Address
12437,9,tloc_local_color,string
12438,9,tloc_remote_system_ip_address,ipv4Address
12439,9,tloc_remote_color,string
12440,9,tloc_tunnel_protocol,unsigned64
12441,9,connection_id_long,unsigned64
12442,9,drop_cause_id,unsigned16
12443,9,drop_counter_bytes_long,unsigned64
12444,9,sdwan_sla,unsigned8
12445,9,sdwan_non_preferred_path_indication,unsigned8
12446,9,sdwan_qos_queue_id,unsigned8
12447,9,drop_cause_name,string
12448,9,drop_cause_desc,string
12449,9,sdwan_appqoe_fec_r_pkts,unsigned32
12450,9,sdwan_appqoe_pkt_dup_d_pkts_o,unsigned32
12451,9,sdwan_appqoe_pkt_dup_d_pkts_d,unsigned32
12452,9,sdwan_appqoe_pkt_dup_r_pkts,unsigned32
12453,9,sdwan_appqoe_pkt_cxp_d_pkts,unsigned32
12470,9,cisco_fw_src_dsa_id,unsigned32
12471,9,cisco_fw_dst_dsa_id,unsigned32
12527,9,cisco_sdwan_bfd_loss,unsigned32
12528,9,cisco_sdwan_bfd_latency,unsigned64
12529,9,cisco_sdwan_bfd_jitter,unsigned64
12530,9,cisco_sdwan_bfd_update_ts,unsigned64
12531,9,cisco_sdwan_bfd_rx_cnt,unsigned64
12532,9,cisco_sdwan_bfd_tx_cnt,unsigned64
